Year,Host,Stage,Stadium,City,Attendance,Home Team Name,Home Team Goals,Away Team Goals,Away Team Name,Win conditions,Half-time Home Goals,Half-time Away Goals,Home Team Initials,Away Team Initials
1930,Uruguay,Group 1,Estadio Centenario,Montevideo ,2000,Chile,1,0,France, ,0,0,CHI,FRA
1930,Uruguay,Group 3,Pocitos,Montevideo ,2549,Romania,3,1,Peru, ,1,0,ROU,PER
1930,Uruguay,Group 1,Pocitos,Montevideo ,4444,France,4,1,Mexico, ,3,0,FRA,MEX
1930,Uruguay,Group 1,Parque Central,Montevideo ,9249,Chile,3,0,Mexico, ,1,0,CHI,MEX
1930,Uruguay,Group 4,Estadio Centenario,Montevideo ,12000,Paraguay,1,0,Belgium, ,1,0,PAR,BEL
1930,Uruguay,Group 2,Parque Central,Montevideo ,18306,Yugoslavia,4,0,Bolivia, ,0,0,YUG,BOL
1930,Uruguay,Group 4,Parque Central,Montevideo ,18306,USA,3,0,Paraguay, ,2,0,USA,PAR
1930,Uruguay,Group 4,Parque Central,Montevideo ,18346,USA,3,0,Belgium, ,2,0,USA,BEL
1930,Uruguay,Group 1,Parque Central,Montevideo ,23409,Argentina,1,0,France, ,0,0,ARG,FRA
1930,Uruguay,Group 2,Parque Central,Montevideo ,24059,Yugoslavia,2,1,Brazil, ,2,0,YUG,BRA
1930,Uruguay,Group 2,Estadio Centenario,Montevideo ,25466,Brazil,4,0,Bolivia, ,1,0,BRA,BOL
1930,Uruguay,Group 1,Estadio Centenario,Montevideo ,41459,Argentina,3,1,Chile, ,2,1,ARG,CHI
1930,Uruguay,Group 1,Estadio Centenario,Montevideo ,42100,Argentina,6,3,Mexico, ,3,1,ARG,MEX
1930,Uruguay,Group 3,Estadio Centenario,Montevideo ,57735,Uruguay,1,0,Peru, ,0,0,URU,PER
1930,Uruguay,Final,Estadio Centenario,Montevideo ,68346,Uruguay,4,2,Argentina, ,1,2,URU,ARG
1930,Uruguay,Group 3,Estadio Centenario,Montevideo ,70022,Uruguay,4,0,Romania, ,4,0,URU,ROU
1930,Uruguay,Semi-finals,Estadio Centenario,Montevideo ,72886,Argentina,6,1,USA, ,1,0,ARG,USA
1930,Uruguay,Semi-finals,Estadio Centenario,Montevideo ,79867,Uruguay,6,1,Yugoslavia, ,3,1,URU,YUG
1934,Italy,Quarter-finals,San Siro,Milan ,3000,Germany,2,1,Sweden, ,0,0,GER,SWE
1934,Italy,Match for third place,Giorgio Ascarelli,Naples ,7000,Germany,3,2,Austria, ,3,1,GER,AUT
1934,Italy,Preliminary round,Giovanni Berta,Florence ,8000,Germany,5,2,Belgium, ,1,2,GER,BEL
1934,Italy,Preliminary round,Giorgio Ascarelli,Naples ,9000,Hungary,4,2,Egypt, ,2,2,HUN,EGY
1934,Italy,Preliminary round,Littorio,Trieste ,9000,Czechoslovakia,2,1,Romania, ,0,1,TCH,ROU
1934,Italy,Quarter-finals,Stadio Benito Mussolini,Turin ,12000,Czechoslovakia,3,2,Switzerland, ,1,1,TCH,SUI
1934,Italy,Preliminary round,Littorale,Bologna ,14000,Sweden,3,2,Argentina, ,1,1,SWE,ARG
1934,Italy,Semi-finals,Nazionale PNF,Rome ,15000,Czechoslovakia,3,1,Germany, ,1,0,TCH,GER
1934,Italy,Preliminary round,Stadio Benito Mussolini,Turin ,16000,Austria,3,2,France,ET,0,0,AUT,FRA
1934,Italy,Preliminary round,Luigi Ferraris,Genoa ,21000,Spain,3,1,Brazil, ,3,0,ESP,BRA
1934,Italy,Quarter-finals,Littorale,Bologna ,23000,Austria,2,1,Hungary, ,1,0,AUT,HUN
1934,Italy,Preliminary round,Nazionale PNF,Rome ,25000,Italy,7,1,USA, ,3,0,ITA,USA
1934,Italy,Preliminary round,San Siro,Milan ,33000,Switzerland,3,2,Netherlands, ,2,1,SUI,NED
1934,Italy,Quarter-finals,Giovanni Berta,Florence ,35000,Italy,1,1,Spain, ,0,0,ITA,ESP
1934,Italy,Semi-finals,San Siro,Milan ,35000,Italy,1,0,Austria, ,1,0,ITA,AUT
1934,Italy,Quarter-finals,Giovanni Berta,Florence ,43000,Italy,1,0,Spain, ,1,0,ITA,ESP
1934,Italy,Final,Nazionale PNF,Rome ,55000,Italy,2,1,Czechoslovakia,ET,0,0,ITA,TCH
1938,France,First round,Stade Municipal,Toulouse ,7000,Cuba,3,3,Romania, ,0,0,CUB,ROU
1938,France,Quarter-finals,Fort Carree,Antibes ,7000,Sweden,8,0,Cuba, ,4,0,SWE,CUB
1938,France,First round,Stade Municipal,Toulouse ,8000,Cuba,2,1,Romania, ,0,1,CUB,ROU
1938,France,First round,Velodrome Municipale,Reims ,9000,Hungary,6,0,Dutch East Indies, ,4,0,HUN,INH
1938,France,First round,Cavee Verte,Le Havre ,11000,Czechoslovakia,3,0,Netherlands,ET,0,0,TCH,NED
1938,France,Match for third place,Stade du Parc Lescure,Bordeaux ,12000,Brazil,4,2,Sweden, ,1,2,BRA,SWE
1938,France,First round,Stade de la Meinau,Strasbourg ,13452,Brazil,6,5,Poland,ET,0,0,BRA,POL
1938,France,Quarter-finals,Victor Boucquey,Lille ,15000,Hungary,2,0,Switzerland, ,1,0,HUN,SUI
1938,France,Quarter-finals,Stade du Parc Lescure,Bordeaux ,18141,Brazil,2,1,Czechoslovakia, ,0,1,BRA,TCH
1938,France,First round,Stade V�lodrome,Marseilles ,19000,Italy,2,1,Norway,ET,0,0,ITA,NOR
1938,France,Semi-finals,Parc des Princes,Paris ,20000,Hungary,5,1,Sweden, ,3,1,HUN,SWE
1938,France,First round,Parc des Princes,Paris ,20025,Switzerland,4,2,Germany, ,1,2,SUI,GER
1938,France,Quarter-finals,Stade du Parc Lescure,Bordeaux ,22021,Brazil,1,1,Czechoslovakia, ,0,0,BRA,TCH
1938,France,First round,Parc des Princes,Paris ,27152,Switzerland,1,1,Germany, ,0,0,SUI,GER
1938,France,First round,Stade Olympique,Colombes ,30454,France,3,1,Belgium, ,2,1,FRA,BEL
1938,France,Semi-finals,Stade V�lodrome,Marseilles ,33000,Italy,2,1,Brazil, ,0,0,ITA,BRA
1938,France,Final,Stade Olympique,Colombes ,45000,Italy,4,2,Hungary, ,3,1,ITA,HUN
1938,France,Quarter-finals,Stade Olympique,Colombes ,58455,Italy,3,1,France, ,1,1,ITA,FRA
1950,Brazil,Group 1,Eucaliptos,Porto Alegre ,3580,Switzerland,2,1,Mexico, ,2,0,SUI,MEX
1950,Brazil,Group 4,Independencia,Belo Horizonte ,5284,Uruguay,8,0,Bolivia, ,4,0,URU,BOL
1950,Brazil,Group 1,Independencia,Belo Horizonte ,7336,Yugoslavia,3,0,Switzerland, ,0,0,YUG,SUI
1950,Brazil,Group 3,Durival de Brito,Curitiba ,7903,Sweden,2,2,Paraguay, ,2,1,SWE,PAR
1950,Brazil,Group 6,Pacaembu,Sao Paulo ,7987,Uruguay,3,2,Sweden, ,1,2,URU,SWE
1950,Brazil,Group 2,Ilha do Retiro,Recife ,8501,Chile,5,2,USA, ,2,0,CHI,USA
1950,Brazil,Group 2,Durival de Brito,Curitiba ,9511,Spain,3,1,USA, ,0,1,ESP,USA
1950,Brazil,Group 2,Independencia,Belo Horizonte ,10151,USA,1,0,England, ,1,0,USA,ENG
1950,Brazil,Group 1,Eucaliptos,Porto Alegre ,11078,Yugoslavia,4,1,Mexico, ,2,0,YUG,MEX
1950,Brazil,Group 6,Pacaembu,Sao Paulo ,11227,Sweden,3,1,Spain, ,2,0,SWE,ESP
1950,Brazil,Group 2,Maracani,Rio De Janeiro ,19790,Spain,2,0,Chile, ,2,0,ESP,CHI
1950,Brazil,Group 3,Pacaembu,Sao Paulo ,25811,Italy,2,0,Paraguay, ,1,0,ITA,PAR
1950,Brazil,Group 2,Maracani,Rio De Janeiro ,29703,England,2,0,Chile, ,1,0,ENG,CHI
1950,Brazil,Group 3,Pacaembu,Sao Paulo ,36502,Sweden,3,2,Italy, ,2,1,SWE,ITA
1950,Brazil,Group 1,Pacaembu,Sao Paulo ,42032,Brazil,2,2,Switzerland, ,2,1,BRA,SUI
1950,Brazil,Group 6,Pacaembu,Sao Paulo ,44802,Uruguay,2,2,Spain, ,1,2,URU,ESP
1950,Brazil,Group 2,Maracani,Rio De Janeiro ,74462,Spain,1,0,England, ,0,0,ESP,ENG
1950,Brazil,Group 1,Maracan,Rio De Janeiro ,81649,Brazil,4,0,Mexico, ,1,0,BRA,MEX
1950,Brazil,Group 6,Maracani,Rio De Janeiro ,138886,Brazil,7,1,Sweden, ,3,0,BRA,SWE
1950,Brazil,Group 1,Maracani,Rio De Janeiro ,142429,Brazil,2,0,Yugoslavia, ,1,0,BRA,YUG
1950,Brazil,Group 6,Maracani,Rio De Janeiro ,152772,Brazil,6,1,Spain, ,3,0,BRA,ESP
1950,Brazil,Group 6,Maracani,Rio De Janeiro ,173850,Uruguay,2,1,Brazil, ,0,0,URU,BRA
1954,Switzerland,Group 2,Charmilles,Geneva ,4000,Turkey,7,0,Korea Republic, ,4,0,TUR,KOR
1954,Switzerland,Group 2,Hardturm,Zurich ,13000,Hungary,9,0,Korea Republic, ,4,0,HUN,KOR
1954,Switzerland,Group 1,Charmilles,Geneva ,13470,Brazil,5,0,Mexico, ,4,0,BRA,MEX
1954,Switzerland,Group 4,St. Jakob,Basel ,14000,England,4,4,Belgium, ,0,0,ENG,BEL
1954,Switzerland,Group 1,La Pontaise,Lausanne ,16000,Yugoslavia,1,0,France, ,1,0,YUG,FRA
1954,Switzerland,Group 2,Hardturm,Zurich ,17000,Germany FR,7,2,Turkey, ,3,1,FRG,TUR
1954,Switzerland,Quarter-finals,Charmilles,Geneva ,17000,Germany FR,2,0,Yugoslavia, ,1,0,FRG,YUG
1954,Switzerland,Group 1,Charmilles,Geneva ,19000,France,3,2,Mexico, ,1,0,FRA,MEX
1954,Switzerland,Group 3,Wankdorf Stadium,Berne ,20500,Uruguay,2,0,Czechoslovakia, ,0,0,URU,TCH
1954,Switzerland,Group 4,Comunale di Cornaredo,Lugano ,24000,Italy,4,1,Belgium, ,1,0,ITA,BEL
1954,Switzerland,Group 1,La Pontaise,Lausanne ,24637,Brazil,1,1,Yugoslavia, ,0,0,BRA,YUG
1954,Switzerland,Group 3,Hardturm,Zurich ,25000,Austria,1,0,Scotland, ,1,0,AUT,SCO
1954,Switzerland,Group 3,Hardturm,Zurich ,26000,Austria,5,0,Czechoslovakia, ,4,0,AUT,TCH
1954,Switzerland,Group 2,Wankdorf Stadium,Berne ,28000,Germany FR,4,1,Turkey, ,1,1,FRG,TUR
1954,Switzerland,Quarter-finals,St. Jakob,Basel ,28000,Uruguay,4,2,England, ,2,1,URU,ENG
1954,Switzerland,Group 4,St. Jakob,Basel ,30000,Switzerland,4,1,Italy, ,1,0,SUI,ITA
1954,Switzerland,Match for third place,Hardturm,Zurich ,32000,Austria,3,1,Uruguay, ,1,1,AUT,URU
1954,Switzerland,Group 3,St. Jakob,Basel ,34000,Uruguay,7,0,Scotland, ,2,0,URU,SCO
1954,Switzerland,Quarter-finals,La Pontaise,Lausanne ,35000,Austria,7,5,Switzerland, ,5,4,AUT,SUI
1954,Switzerland,Quarter-finals,Wankdorf Stadium,Berne ,40000,Hungary,4,2,Brazil, ,2,1,HUN,BRA
1954,Switzerland,Group 4,La Pontaise,Lausanne ,43000,Switzerland,2,1,Italy, ,1,1,SUI,ITA
1954,Switzerland,Group 4,Wankdorf Stadium,Berne ,43500,England,2,0,Switzerland, ,1,0,ENG,SUI
1954,Switzerland,Semi-finals,La Pontaise,Lausanne ,45000,Hungary,4,2,Uruguay,ET,0,0,HUN,URU
1954,Switzerland,Group 2,St. Jakob,Basel ,56000,Hungary,8,3,Germany FR, ,3,1,HUN,FRG
1954,Switzerland,Semi-finals,St. Jakob,Basel ,58000,Germany FR,6,1,Austria, ,1,0,FRG,AUT
1954,Switzerland,Final,Wankdorf Stadium,Berne ,62500,Germany FR,3,2,Hungary, ,2,2,FRG,HUN
1958,Sweden,Group 3,Rasunda Stadium,Solna ,2823,Wales,2,1,Hungary, ,0,1,WAL,HUN
1958,Sweden,Group 1,Malmo Stadion,Malm� ,6196,Northern Ireland,2,1,Czechoslovakia,ET,0,0,NIR,TCH
1958,Sweden,Group 2,Arosvallen,Vasteras ,9591,Yugoslavia,1,1,Scotland, ,1,0,YUG,SCO
1958,Sweden,Group 1,Orjans Vall,Halmstad ,10647,Northern Ireland,1,0,Czechoslovakia, ,1,0,NIR,TCH
1958,Sweden,Group 2,Idrottsparken,Norrk�Ping ,11665,Paraguay,3,2,Scotland, ,2,1,PAR,SCO
1958,Sweden,Quarter-finals,Idrottsparken,NorrkPing ,11800,France,4,0,Northern Ireland, ,1,0,FRA,NIR
1958,Sweden,Group 2,Arosvallen,Vasteras ,12217,Yugoslavia,3,2,France, ,1,1,YUG,FRA
1958,Sweden,Group 2,Tunavallen,Eskilstuna ,13103,Paraguay,3,3,Yugoslavia, ,1,2,PAR,YUG
1958,Sweden,Group 3,Jarnvallen,Sandviken ,13300,Hungary,4,0,Mexico, ,1,0,HUN,MEX
1958,Sweden,Group 2,Eyravallen,Orebro ,13554,France,2,1,Scotland, ,2,0,FRA,SCO
1958,Sweden,Group 1,Orjans Vall,Halmstad ,14174,Argentina,3,1,Northern Ireland, ,1,1,ARG,NIR
1958,Sweden,Group 3,Rasunda Stadium,Solna ,15150,Mexico,1,1,Wales, ,0,1,MEX,WAL
1958,Sweden,Group 3,Jarnvallen,Sandviken ,15343,Hungary,1,1,Wales, ,1,1,HUN,WAL
1958,Sweden,Group 4,Ryavallen,Boras ,15872,England,2,2,Austria, ,0,1,ENG,AUT
1958,Sweden,Group 1,Olympia Stadium,Helsingborg ,16418,Czechoslovakia,6,1,Argentina, ,3,0,TCH,ARG
1958,Sweden,Group 2,Idrottsparken,Norrk�Ping ,16518,France,7,3,Paraguay, ,2,2,FRA,PAR
1958,Sweden,Group 4,Rimnersvallen,Udevalla ,17788,Brazil,3,0,Austria, ,1,0,BRA,AUT
1958,Sweden,Quarter-finals,Malmo Stadion,Malmo,20055,Germany FR,1,0,Yugoslavia, ,1,0,FRG,YUG
1958,Sweden,Group 4,Ryavallen,Boras ,21239,Soviet Union,2,0,Austria, ,1,0,URS,AUT
1958,Sweden,Group 1,Malmo Stadion,Malm� ,21990,Germany FR,2,2,Northern Ireland, ,1,1,FRG,NIR
1958,Sweden,Group 4,Nya Ullevi,Gothenburg ,23182,Soviet Union,1,0,England, ,0,0,URS,ENG
1958,Sweden,Group 1,Olympia Stadium,Helsingborg ,25000,Germany FR,2,2,Czechoslovakia, ,0,2,FRG,TCH
1958,Sweden,Quarter-finals,Nya Ullevi,Gothenburg ,25923,Brazil,1,0,Wales, ,0,0,BRA,WAL
1958,Sweden,Semi-finals,Rasunda Stadium,Solna ,27100,Brazil,5,2,France, ,2,1,BRA,FRA
1958,Sweden,Group 3,Rasunda Stadium,Solna ,30287,Sweden,0,0,Wales, ,0,0,SWE,WAL
1958,Sweden,Group 1,Malmo Stadion,Malm� ,31156,Argentina,1,3,Germany FR, ,1,2,ARG,FRG
1958,Sweden,Quarter-finals,Rasunda Stadium,Solna ,31900,Sweden,2,0,Soviet Union, ,0,0,SWE,URS
1958,Sweden,Match for third place,Nya Ullevi,Gothenburg ,32483,France,6,3,Germany FR, ,3,1,FRA,FRG
1958,Sweden,Group 3,Rasunda Stadium,Solna ,34107,Sweden,3,0,Mexico, ,1,0,SWE,MEX
1958,Sweden,Group 3,Rasunda Stadium,Solna ,38850,Sweden,2,1,Hungary, ,1,0,SWE,HUN
1958,Sweden,Group 4,Nya Ullevi,Gothenburg ,40895,Brazil,0,0,England, ,0,0,BRA,ENG
1958,Sweden,Group 4,Nya Ullevi,Gothenburg ,49348,Soviet Union,2,2,England, ,1,0,URS,ENG
1958,Sweden,Semi-finals,Nya Ullevi,Gothenburg ,49471,Sweden,3,1,Germany FR, ,1,1,SWE,FRG
1958,Sweden,Final,Rasunda Stadium,Solna ,49737,Brazil,5,2,Sweden, ,2,1,BRA,SWE
1958,Sweden,Group 4,Nya Ullevi,Gothenburg ,50928,Brazil,2,0,Soviet Union, ,1,0,BRA,URS
1962,Chile,Group 4,Estadio El Teniente-Codelco,Rancagua ,5700,England,0,0,Bulgaria, ,0,0,ENG,BUL
1962,Chile,Semi-finals,Estadio Sausalito,Vina Del Mar ,5890,Czechoslovakia,3,1,Yugoslavia, ,0,0,TCH,YUG
1962,Chile,Group 4,Estadio El Teniente-Codelco,Rancagua ,7134,Argentina,1,0,Bulgaria, ,1,0,ARG,BUL
1962,Chile,Group 1,Carlos Dittborn,Arica ,7167,Yugoslavia,5,0,Colombia, ,2,0,YUG,COL
1962,Chile,Group 4,Estadio El Teniente-Codelco,Rancagua ,7442,Hungary,6,1,Bulgaria, ,4,0,HUN,BUL
1962,Chile,Group 1,Carlos Dittborn,Arica ,7908,Uruguay,2,1,Colombia, ,0,1,URU,COL
1962,Chile,Group 4,Estadio El Teniente-Codelco,Rancagua ,7938,Hungary,2,1,England, ,1,0,HUN,ENG
1962,Chile,Group 4,Estadio El Teniente-Codelco,Rancagua ,7945,Hungary,0,0,Argentina, ,0,0,HUN,ARG
1962,Chile,Group 1,Carlos Dittborn,Arica ,8040,Soviet Union,4,4,Colombia, ,3,1,URS,COL
1962,Chile,Group 1,Carlos Dittborn,Arica ,8829,Yugoslavia,3,1,Uruguay, ,2,1,YUG,URU
1962,Chile,Group 1,Carlos Dittborn,Arica ,9622,Soviet Union,2,0,Yugoslavia, ,0,0,URS,YUG
1962,Chile,Group 4,Estadio El Teniente-Codelco,Rancagua ,9794,England,3,1,Argentina, ,2,0,ENG,ARG
1962,Chile,Group 1,Carlos Dittborn,Arica ,9973,Soviet Union,2,1,Uruguay, ,1,0,URS,URU
1962,Chile,Group 3,Estadio Sausalito,Vina Del Mar ,10484,Brazil,2,0,Mexico, ,0,0,BRA,MEX
1962,Chile,Group 3,Estadio Sausalito,Vina Del Mar ,10648,Mexico,3,1,Czechoslovakia, ,2,1,MEX,TCH
1962,Chile,Quarter-finals,Estadio El Teniente-Codelco,Rancagua ,11690,Czechoslovakia,1,0,Hungary, ,1,0,TCH,HUN
1962,Chile,Group 3,Estadio Sausalito,Vina Del Mar ,11875,Spain,1,0,Mexico, ,0,0,ESP,MEX
1962,Chile,Group 3,Estadio Sausalito,Vina Del Mar ,12700,Czechoslovakia,1,0,Spain, ,0,0,TCH,ESP
1962,Chile,Group 3,Estadio Sausalito,Vina Del Mar ,14903,Brazil,0,0,Czechoslovakia, ,0,0,BRA,TCH
1962,Chile,Quarter-finals,Carlos Dittborn,Arica ,17268,Chile,2,1,Soviet Union, ,2,1,CHI,URS
1962,Chile,Quarter-finals,Estadio Sausalito,Vina Del Mar ,17736,Brazil,3,1,England, ,1,1,BRA,ENG
1962,Chile,Group 3,Estadio Sausalito,Vina Del Mar ,18715,Brazil,2,1,Spain, ,0,1,BRA,ESP
1962,Chile,Group 2,Nacional,Santiago De Chile ,59828,Italy,3,0,Switzerland, ,1,0,ITA,SUI
1962,Chile,Quarter-finals,Nacional,Santiago De Chile ,63324,Yugoslavia,1,0,Germany FR, ,0,0,YUG,FRG
1962,Chile,Group 2,Nacional,Santiago De Chile ,64922,Germany FR,2,1,Switzerland, ,1,0,FRG,SUI
1962,Chile,Group 2,Nacional,Santiago De Chile ,65006,Chile,3,1,Switzerland, ,1,1,CHI,SUI
1962,Chile,Group 2,Nacional,Santiago De Chile ,65440,Germany FR,0,0,Italy, ,0,0,FRG,ITA
1962,Chile,Group 2,Nacional,Santiago De Chile ,66057,Chile,2,0,Italy, ,0,0,CHI,ITA
1962,Chile,Match for third place,Nacional,Santiago De Chile ,66697,Chile,1,0,Yugoslavia, ,0,0,CHI,YUG
1962,Chile,Group 2,Nacional,Santiago De Chile ,67224,Germany FR,2,0,Chile, ,1,0,FRG,CHI
1962,Chile,Final,Nacional,Santiago De Chile ,68679,Brazil,3,1,Czechoslovakia, ,1,1,BRA,TCH
1962,Chile,Semi-finals,Nacional,Santiago De Chile ,76594,Brazil,4,2,Chile, ,2,1,BRA,CHI
1966,England,Group 4,Ayresome Park,Middlesbrough ,13792,Korea DPR,1,1,Chile, ,0,1,PRK,CHI
1966,England,Group 4,Roker Park Ground,Sunderland ,16027,Soviet Union,2,1,Chile, ,1,1,URS,CHI
1966,England,Group 4,Ayresome Park,Middlesbrough ,17829,Korea DPR,1,0,Italy, ,1,0,PRK,ITA
1966,England,Group 4,Ayresome Park,Middlesbrough ,23006,Soviet Union,3,0,Korea DPR, ,2,0,URS,PRK
1966,England,Group 3,Old Trafford Stadium,Manchester ,24129,Hungary,3,1,Bulgaria, ,2,1,HUN,BUL
1966,England,Group 3,Old Trafford Stadium,Manchester ,25438,Portugal,3,0,Bulgaria, ,2,0,POR,BUL
1966,England,Quarter-finals,Roker Park Ground,Sunderland ,26844,Soviet Union,2,1,Hungary, ,1,0,URS,HUN
1966,England,Group 4,Roker Park Ground,Sunderland ,27199,Italy,2,0,Chile, ,1,0,ITA,CHI
1966,England,Group 4,Roker Park Ground,Sunderland ,27793,Soviet Union,1,0,Italy, ,0,0,URS,ITA
1966,England,Group 3,Old Trafford Stadium,Manchester ,29886,Portugal,3,1,Hungary, ,1,0,POR,HUN
1966,England,Group 2,Hillsborough,Sheffield ,32028,Spain,2,1,Switzerland, ,0,1,ESP,SUI
1966,England,Group 2,Hillsborough,Sheffield ,32127,Argentina,2,0,Switzerland, ,0,0,ARG,SUI
1966,England,Group 2,Hillsborough,Sheffield ,36127,Germany FR,5,0,Switzerland, ,3,0,FRG,SUI
1966,England,Semi-finals,Goodison Park,Liverpool ,38273,Germany FR,2,1,Soviet Union, ,1,0,FRG,URS
1966,England,Quarter-finals,Hillsborough,Sheffield ,40007,Germany FR,4,0,Uruguay, ,1,0,FRG,URU
1966,England,Quarter-finals,Goodison Park,Liverpool ,40248,Portugal,5,3,Korea DPR, ,2,3,POR,PRK
1966,England,Group 2,Villa Park,Birmingham ,42187,Germany FR,2,1,Spain, ,1,1,FRG,ESP
1966,England,Group 2,Villa Park,Birmingham ,42738,Argentina,2,1,Spain, ,0,0,ARG,ESP
1966,England,Group 1,White City,London ,45662,Uruguay,2,1,France, ,2,1,URU,FRA
1966,England,Group 2,Villa Park,Birmingham ,46587,Germany FR,0,0,Argentina, ,0,0,FRG,ARG
1966,England,Group 3,Goodison Park,Liverpool ,47308,Brazil,2,0,Bulgaria, ,1,0,BRA,BUL
1966,England,Group 3,Goodison Park,Liverpool ,51387,Hungary,3,1,Brazil, ,1,1,HUN,BRA
1966,England,Group 3,Goodison Park,Liverpool ,58479,Portugal,3,1,Brazil, ,2,0,POR,BRA
1966,England,Group 1,Wembley Stadium,London ,61112,Uruguay,0,0,Mexico, ,0,0,URU,MEX
1966,England,Group 1,Wembley Stadium,London ,69237,France,1,1,Mexico, ,0,0,FRA,MEX
1966,England,Group 1,Wembley Stadium,London ,87148,England,0,0,Uruguay, ,0,0,ENG,URU
1966,England,Match for third place,Wembley Stadium,London ,87696,Portugal,2,1,Soviet Union, ,1,1,POR,URS
1966,England,Quarter-finals,Wembley Stadium,London ,90584,England,1,0,Argentina, ,0,0,ENG,ARG
1966,England,Group 1,Wembley Stadium,London ,92570,England,2,0,Mexico, ,1,0,ENG,MEX
1966,England,Semi-finals,Wembley Stadium,London ,94493,England,2,1,Portugal, ,1,0,ENG,POR
1966,England,Final,Wembley Stadium,London ,96924,England,4,2,Germany FR,ET,0,0,ENG,FRG
1966,England,Group 1,Wembley Stadium,London ,98270,England,2,0,France, ,1,0,ENG,FRA
1970,Mexico,Group 2,Luis Dosal,Toluca ,9624,Sweden,1,1,Israel, ,0,0,SWE,ISR
1970,Mexico,Group 2,Luis Dosal,Toluca ,9890,Italy,0,0,Israel, ,0,0,ITA,ISR
1970,Mexico,Group 4,Nou Camp - Estadio Lei,Leon ,12299,Bulgaria,1,1,Morocco, ,1,0,BUL,MAR
1970,Mexico,Group 4,Nou Camp - Estadio Lei,Leon ,12710,Germany FR,5,2,Bulgaria, ,2,1,FRG,BUL
1970,Mexico,Group 4,Nou Camp - Estadio Lei,Leon ,12942,Germany FR,2,1,Morocco, ,0,1,FRG,MAR
1970,Mexico,Group 2,Luis Dosal,Toluca ,13433,Italy,1,0,Sweden, ,1,0,ITA,SWE
1970,Mexico,Group 4,Nou Camp - Estadio Lei,Leon ,13537,Peru,3,0,Morocco, ,0,0,PER,MAR
1970,Mexico,Group 4,Nou Camp - Estadio Lei,Leon ,13765,Peru,3,2,Bulgaria, ,0,1,PER,BUL
1970,Mexico,Group 4,Leon,Leon ,17875,Germany FR,3,1,Peru, ,3,1,FRG,PER
1970,Mexico,Group 2,Cuauhtemoc,Puebla ,18163,Sweden,1,0,Uruguay, ,0,0,SWE,URU
1970,Mexico,Group 2,Cuauhtemoc,Puebla ,20654,Uruguay,2,0,Israel, ,1,0,URU,ISR
1970,Mexico,Quarter-finals,Nou Camp - Estadio Lei,Leon ,23357,Germany FR,3,2,England,ET,0,0,FRG,ENG
1970,Mexico,Quarter-finals,Estadio Azteca,Mexico City ,26085,Uruguay,1,0,Soviet Union,ET,0,0,URU,URS
1970,Mexico,Quarter-finals,Luis Dosal,Toluca ,26851,Italy,4,1,Mexico, ,1,1,ITA,MEX
1970,Mexico,Group 2,Cuauhtemoc,Puebla ,29968,Uruguay,0,0,Italy, ,0,0,URU,ITA
1970,Mexico,Group 3,Jalisco,Guadalajara ,49292,England,1,0,Czechoslovakia, ,0,0,ENG,TCH
